Tier4,Weight,Benchmark Name
FT Energy Income Partners Strategy ETF,0.035,AlTi International EUR LT Growth Quasi-Endowment
GQG Partners Emerging Mkts Eq I USD Acc,0.05,AlTi International EUR LT Growth Quasi-Endowment
GQG Partners Global Equity I USD Acc,0.0375,AlTi International EUR LT Growth Quasi-Endowment
Life Cycle Global Equity UCITS C USD Acc,0.06,AlTi International EUR LT Growth Quasi-Endowment
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.04,AlTi International EUR LT Growth Quasi-Endowment
The Children's Investment Fund Class G (P.E. Fund),0.0675,AlTi International EUR LT Growth Quasi-Endowment
UBS Core MSCI Europe UCITS ETF EUR dis,0.05,AlTi International EUR LT Growth Quasi-Endowment
Vanguard S&P 500 ETF USD Acc,0.25,AlTi International EUR LT Growth Quasi-Endowment
Wellington Glbl Impact Bond EUR S AcH,0.01,AlTi International EUR LT Growth Quasi-Endowment
Arcus Japan A Acc JPY,0.04,AlTi International EUR LT Growth Traditional
BGF Continental Eurp Flex D2,0.03,AlTi International EUR LT Growth Traditional
BlackRock ICS Euro Liq Prem Acc EUR,0.04,AlTi International EUR LT Growth Traditional
BlueBox Funds Global Technology I Acc,0.0825,AlTi International EUR LT Growth Traditional
CIFC Senior Secured Corporate Loan Fund EUR,0.0333,AlTi International EUR LT Growth Traditional
Eagle Capital US Equity R USD Acc,0.065,AlTi International EUR LT Growth Traditional
FT Energy Income Partners Strategy ETF,0.04,AlTi International EUR LT Growth Traditional
GQG Partners Emerging Mkts Eq I USD Acc,0.07,AlTi International EUR LT Growth Traditional
GQG Partners Global Equity I USD Acc,0.06,AlTi International EUR LT Growth Traditional
iShares Physical Gold ETC,0.05,AlTi International EUR LT Growth Traditional
Life Cycle Global Equity UCITS C USD Acc,0.08,AlTi International EUR LT Growth Traditional
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.04,AlTi International EUR LT Growth Traditional
PIMCO GIS Income Instl EURH Acc,0.02,AlTi International EUR LT Growth Traditional
Schroder GAIA WellingtonPagosa C AccEURH,0.0334,AlTi International EUR LT Growth Traditional
UBS Core MSCI Europe UCITS ETF EUR dis,0.04,AlTi International EUR LT Growth Traditional
Vanguard S&P 500 ETF USD Acc,0.2525,AlTi International EUR LT Growth Traditional
Vontobel TwentyFour StratInc AHI Hdg EUR,0.0133,AlTi International EUR LT Growth Traditional
Wellington Glbl Impact Bond EUR S AcH,0.01,AlTi International EUR LT Growth Traditional
AIA Hedge Fund Strategies - Absolute Return EUR,0.12,AlTi International EUR Moderate Growth Quasi-Endowment
AlTi-Allianz Private Debt EUR Composite,0.08,AlTi International EUR Moderate Growth Quasi-Endowment
Arcus Japan A Acc JPY,0.04,AlTi International EUR Moderate Growth Quasi-Endowment
BlackRock ICS Euro Liq Prem Acc EUR,0.07,AlTi International EUR Moderate Growth Quasi-Endowment
Brookfield Infrastructure Income Fund Inc. EUR,0.04,AlTi International EUR Moderate Growth Quasi-Endowment
Coatue Long Only,0.0525,AlTi International EUR Moderate Growth Quasi-Endowment
Eagle Capital US Equity R USD Acc,0.0675,AlTi International EUR Moderate Growth Quasi-Endowment
FT Energy Income Partners Strategy ETF,0.025,AlTi International EUR Moderate Growth Quasi-Endowment
GQG Partners Emerging Mkts Eq I USD Acc,0.0425,AlTi International EUR Moderate Growth Quasi-Endowment
GQG Partners Global Equity I USD Acc,0.03,AlTi International EUR Moderate Growth Quasi-Endowment
iShares Core Global Aggt Bd ETF EUR HAcc,0.045,AlTi International EUR Moderate Growth Quasi-Endowment
Life Cycle Global Equity UCITS C USD Acc,0.04,AlTi International EUR Moderate Growth Quasi-Endowment
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.03,AlTi International EUR Moderate Growth Quasi-Endowment
The Children's Investment Fund Class G (P.E. Fund),0.0525,AlTi International EUR Moderate Growth Quasi-Endowment
UBS Core MSCI Europe UCITS ETF EUR dis,0.0375,AlTi International EUR Moderate Growth Quasi-Endowment
Vanguard S&P 500 ETF USD Acc,0.1825,AlTi International EUR Moderate Growth Quasi-Endowment
Wellington Glbl Impact Bond EUR S AcH,0.045,AlTi International EUR Moderate Growth Quasi-Endowment
Arcus Japan A Acc JPY,0.03,AlTi International EUR Moderate Growth Traditional
BlackRock ICS Euro Liq Prem Acc EUR,0.055,AlTi International EUR Moderate Growth Traditional
BlueBox Funds Global Technology I Acc,0.0625,AlTi International EUR Moderate Growth Traditional
CIFC Senior Secured Corporate Loan Fund EUR,0.05,AlTi International EUR Moderate Growth Traditional
Eagle Capital US Equity R USD Acc,0.0675,AlTi International EUR Moderate Growth Traditional
FT Energy Income Partners Strategy ETF,0.03,AlTi International EUR Moderate Growth Traditional
GQG Partners Emerging Mkts Eq I USD Acc,0.05,AlTi International EUR Moderate Growth Traditional
GQG Partners Global Equity I USD Acc,0.05,AlTi International EUR Moderate Growth Traditional
iShares Core Global Aggt Bd ETF EUR HAcc,0.0475,AlTi International EUR Moderate Growth Traditional
iShares Physical Gold ETC,0.05,AlTi International EUR Moderate Growth Traditional
Leadenhall UCITS ILS Fund EUR,0.025,AlTi International EUR Moderate Growth Traditional
Life Cycle Global Equity UCITS C USD Acc,0.06,AlTi International EUR Moderate Growth Traditional
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.03,AlTi International EUR Moderate Growth Traditional
PIMCO GIS Income Instl EURH Acc,0.05,AlTi International EUR Moderate Growth Traditional
Schroder GAIA WellingtonPagosa C AccEURH,0.05,AlTi International EUR Moderate Growth Traditional
UBS Core MSCI Europe UCITS ETF EUR dis,0.05,AlTi International EUR Moderate Growth Traditional
Vanguard S&P 500 ETF USD Acc,0.17,AlTi International EUR Moderate Growth Traditional
Vontobel TwentyFour StratInc AHI Hdg EUR,0.025,AlTi International EUR Moderate Growth Traditional
Wellington Glbl Impact Bond EUR S AcH,0.0475,AlTi International EUR Moderate Growth Traditional
AIA Hedge Fund Strategies - Absolute Return GBP,0.0941,AlTi International GBP Balanced Quasi-Endowment
AlTi-Allianz Private Debt GBP Composite,0.0588,AlTi International GBP Balanced Quasi-Endowment
Arcus Japan A Acc JPY,0.025,AlTi International GBP Balanced Quasi-Endowment
BGF Continental Eurp Flex D4,0.0417,AlTi International GBP Balanced Quasi-Endowment
BlackRock ICS Sterling Liq Premier Acc,0.0276,AlTi International GBP Balanced Quasi-Endowment
BlueBox Funds Global Technology I Acc,0.05,AlTi International GBP Balanced Quasi-Endowment
Eagle Capital US Equity R USD Dis,0.0583,AlTi International GBP Balanced Quasi-Endowment
iShares $ TIPS ETF GBP H Dist,0.0621,AlTi International GBP Balanced Quasi-Endowment
iShares $ Treasury Bd 3-7yr ETF GBPHDist,0.069,AlTi International GBP Balanced Quasi-Endowment
iShares Physical Gold ETC,0.0588,AlTi International GBP Balanced Quasi-Endowment
Janus Henderson EUR AAA CLO ActvCrETF£H,0.0414,AlTi International GBP Balanced Quasi-Endowment
Life Cycle Global Select UCITS C GBP Acc,0.0583,AlTi International GBP Balanced Quasi-Endowment
Pac Nrth of Sth Glb EM Eq Z GBP Acc,0.0417,AlTi International GBP Balanced Quasi-Endowment
Vanguard FTSE Dev World ETF USD Acc,0.075,AlTi International GBP Balanced Quasi-Endowment
Vanguard S&P 500 UCITS ETF,0.15,AlTi International GBP Balanced Quasi-Endowment
Vontobel TwentyFour StratInc G GBP,0.0882,AlTi International GBP Balanced Quasi-Endowment
Arcus Japan A Acc JPY,0.025,AlTi International GBP Balanced Traditional
BGF Continental Eurp Flex D4,0.0417,AlTi International GBP Balanced Traditional
BH Macro GBP Ord,0.036,AlTi International GBP Balanced Traditional
BlackRock ICS Sterling Liq Premier Acc,0.0197,AlTi International GBP Balanced Traditional
BlueBox Funds Global Technology I Acc,0.05,AlTi International GBP Balanced Traditional
Eagle Capital US Equity R USD Dis,0.0583,AlTi International GBP Balanced Traditional
International Public Partnerships Ord,0.042,AlTi International GBP Balanced Traditional
iShares $ TIPS ETF GBP H Dist,0.0591,AlTi International GBP Balanced Traditional
iShares Physical Gold ETC,0.06,AlTi International GBP Balanced Traditional
iShares UK Gilts 0-5yr ETF GBP Acc,0.1511,AlTi International GBP Balanced Traditional
Life Cycle Global Select UCITS C GBP Acc,0.0583,AlTi International GBP Balanced Traditional
Pac Nrth of Sth Glb EM Eq Z GBP Acc,0.0417,AlTi International GBP Balanced Traditional
TwentyFour Income Ord,0.042,AlTi International GBP Balanced Traditional
Vanguard FTSE Dev World ETF USD Acc,0.075,AlTi International GBP Balanced Traditional
Vanguard S&P 500 UCITS ETF,0.15,AlTi International GBP Balanced Traditional
Vontobel TwentyFour StratInc G GBP,0.09,AlTi International GBP Balanced Traditional
Arcus Japan A Acc JPY,0.015,AlTi International GBP Conservative Traditional
BGF Continental Eurp Flex D4,0.025,AlTi International GBP Conservative Traditional
BH Macro GBP Ord,0.036,AlTi International GBP Conservative Traditional
BlackRock ICS Sterling Liq Premier Acc,0.0369,AlTi International GBP Conservative Traditional
BlueBox Funds Global Technology I Acc,0.03,AlTi International GBP Conservative Traditional
Eagle Capital US Equity R USD Dis,0.035,AlTi International GBP Conservative Traditional
International Public Partnerships Ord,0.042,AlTi International GBP Conservative Traditional
iShares $ TIPS ETF GBP H Dist,0.1106,AlTi International GBP Conservative Traditional
iShares Physical Gold ETC,0.06,AlTi International GBP Conservative Traditional
iShares UK Gilts 0-5yr ETF GBP Acc,0.2826,AlTi International GBP Conservative Traditional
Life Cycle Global Select UCITS C GBP Acc,0.035,AlTi International GBP Conservative Traditional
Pac Nrth of Sth Glb EM Eq Z GBP Acc,0.025,AlTi International GBP Conservative Traditional
TwentyFour Income Ord,0.042,AlTi International GBP Conservative Traditional
Vanguard FTSE Dev World ETF USD Acc,0.045,AlTi International GBP Conservative Traditional
Vanguard S&P 500 UCITS ETF,0.09,AlTi International GBP Conservative Traditional
Vontobel TwentyFour StratInc G GBP,0.09,AlTi International GBP Conservative Traditional
Arcus Japan A Acc JPY,0.01,AlTi International GBP Defensive Traditional
BGF Continental Eurp Flex D4,0.0167,AlTi International GBP Defensive Traditional
BH Macro GBP Ord,0.036,AlTi International GBP Defensive Traditional
BlackRock ICS Sterling Liq Premier Acc,0.0454,AlTi International GBP Defensive Traditional
BlueBox Funds Global Technology I Acc,0.02,AlTi International GBP Defensive Traditional
Eagle Capital US Equity R USD Dis,0.0233,AlTi International GBP Defensive Traditional
International Public Partnerships Ord,0.042,AlTi International GBP Defensive Traditional
iShares $ TIPS ETF GBP H Dist,0.1363,AlTi International GBP Defensive Traditional
iShares Physical Gold ETC,0.06,AlTi International GBP Defensive Traditional
iShares UK Gilts 0-5yr ETF GBP Acc,0.3483,AlTi International GBP Defensive Traditional
Life Cycle Global Select UCITS C GBP Acc,0.0233,AlTi International GBP Defensive Traditional
Pac Nrth of Sth Glb EM Eq Z GBP Acc,0.0167,AlTi International GBP Defensive Traditional
TwentyFour Income Ord,0.042,AlTi International GBP Defensive Traditional
Vanguard FTSE Dev World ETF USD Acc,0.03,AlTi International GBP Defensive Traditional
Vanguard S&P 500 UCITS ETF,0.06,AlTi International GBP Defensive Traditional
Vontobel TwentyFour StratInc G GBP,0.09,AlTi International GBP Defensive Traditional
AIA Hedge Fund Strategies - Absolute Return GBP,0.0627,AlTi International GBP Growth Quasi-Endowment
AlTi-Allianz Private Debt GBP Composite,0.0392,AlTi International GBP Growth Quasi-Endowment
Arcus Japan A Acc JPY,0.035,AlTi International GBP Growth Quasi-Endowment
BGF Continental Eurp Flex D4,0.0583,AlTi International GBP Growth Quasi-Endowment
BlackRock ICS Sterling Liq Premier Acc,0.0138,AlTi International GBP Growth Quasi-Endowment
BlueBox Funds Global Technology I Acc,0.07,AlTi International GBP Growth Quasi-Endowment
Eagle Capital US Equity R USD Dis,0.0817,AlTi International GBP Growth Quasi-Endowment
iShares $ TIPS ETF GBP H Dist,0.031,AlTi International GBP Growth Quasi-Endowment
iShares $ Treasury Bd 3-7yr ETF GBPHDist,0.0345,AlTi International GBP Growth Quasi-Endowment
iShares Physical Gold ETC,0.0392,AlTi International GBP Growth Quasi-Endowment
Janus Henderson EUR AAA CLO ActvCrETF£H,0.0207,AlTi International GBP Growth Quasi-Endowment
Life Cycle Global Select UCITS C GBP Acc,0.0817,AlTi International GBP Growth Quasi-Endowment
Pac Nrth of Sth Glb EM Eq Z GBP Acc,0.0583,AlTi International GBP Growth Quasi-Endowment
Vanguard FTSE Dev World ETF USD Acc,0.105,AlTi International GBP Growth Quasi-Endowment
Vanguard S&P 500 UCITS ETF,0.21,AlTi International GBP Growth Quasi-Endowment
Vontobel TwentyFour StratInc G GBP,0.0588,AlTi International GBP Growth Quasi-Endowment
Arcus Japan A Acc JPY,0.035,AlTi International GBP Growth Traditional
BGF Continental Eurp Flex D4,0.0583,AlTi International GBP Growth Traditional
BH Macro GBP Ord,0.0227,AlTi International GBP Growth Traditional
BlackRock ICS Sterling Liq Premier Acc,0.0111,AlTi International GBP Growth Traditional
BlueBox Funds Global Technology I Acc,0.07,AlTi International GBP Growth Traditional
Eagle Capital US Equity R USD Dis,0.0817,AlTi International GBP Growth Traditional
International Public Partnerships Ord,0.0264,AlTi International GBP Growth Traditional
iShares $ TIPS ETF GBP H Dist,0.0334,AlTi International GBP Growth Traditional
iShares Physical Gold ETC,0.0378,AlTi International GBP Growth Traditional
iShares UK Gilts 0-5yr ETF GBP Acc,0.0854,AlTi International GBP Growth Traditional
Life Cycle Global Select UCITS C GBP Acc,0.0817,AlTi International GBP Growth Traditional
Pac Nrth of Sth Glb EM Eq Z GBP Acc,0.0583,AlTi International GBP Growth Traditional
TwentyFour Income Ord,0.0264,AlTi International GBP Growth Traditional
Vanguard FTSE Dev World ETF USD Acc,0.105,AlTi International GBP Growth Traditional
Vanguard S&P 500 UCITS ETF,0.21,AlTi International GBP Growth Traditional
Vontobel TwentyFour StratInc G GBP,0.0567,AlTi International GBP Growth Traditional
AIA Hedge Fund Strategies - Absolute Return GBP,0.0471,AlTi International GBP LT Growth Quasi-Endowment
AlTi-Allianz Private Debt GBP Composite,0.0294,AlTi International GBP LT Growth Quasi-Endowment
Arcus Japan A Acc JPY,0.04,AlTi International GBP LT Growth Quasi-Endowment
BGF Continental Eurp Flex D4,0.0667,AlTi International GBP LT Growth Quasi-Endowment
BlackRock ICS Sterling Liq Premier Acc,0.0069,AlTi International GBP LT Growth Quasi-Endowment
BlueBox Funds Global Technology I Acc,0.08,AlTi International GBP LT Growth Quasi-Endowment
Eagle Capital US Equity R USD Dis,0.0933,AlTi International GBP LT Growth Quasi-Endowment
iShares $ TIPS ETF GBP H Dist,0.0155,AlTi International GBP LT Growth Quasi-Endowment
iShares $ Treasury Bd 3-7yr ETF GBPHDist,0.0172,AlTi International GBP LT Growth Quasi-Endowment
iShares Physical Gold ETC,0.0294,AlTi International GBP LT Growth Quasi-Endowment
Janus Henderson EUR AAA CLO ActvCrETF£H,0.0103,AlTi International GBP LT Growth Quasi-Endowment
Life Cycle Global Select UCITS C GBP Acc,0.0933,AlTi International GBP LT Growth Quasi-Endowment
Pac Nrth of Sth Glb EM Eq Z GBP Acc,0.0667,AlTi International GBP LT Growth Quasi-Endowment
Vanguard FTSE Dev World ETF USD Acc,0.12,AlTi International GBP LT Growth Quasi-Endowment
Vanguard S&P 500 UCITS ETF,0.24,AlTi International GBP LT Growth Quasi-Endowment
Vontobel TwentyFour StratInc G GBP,0.0441,AlTi International GBP LT Growth Quasi-Endowment
Arcus Japan A Acc JPY,0.04,AlTi International GBP LT Growth Traditional
BGF Continental Eurp Flex D4,0.0667,AlTi International GBP LT Growth Traditional
BH Macro GBP Ord,0.016,AlTi International GBP LT Growth Traditional
BlackRock ICS Sterling Liq Premier Acc,0.0069,AlTi International GBP LT Growth Traditional
BlueBox Funds Global Technology I Acc,0.08,AlTi International GBP LT Growth Traditional
Eagle Capital US Equity R USD Dis,0.0933,AlTi International GBP LT Growth Traditional
International Public Partnerships Ord,0.0187,AlTi International GBP LT Growth Traditional
iShares $ TIPS ETF GBP H Dist,0.0206,AlTi International GBP LT Growth Traditional
iShares Physical Gold ETC,0.0267,AlTi International GBP LT Growth Traditional
iShares UK Gilts 0-5yr ETF GBP Acc,0.0526,AlTi International GBP LT Growth Traditional
Life Cycle Global Select UCITS C GBP Acc,0.0933,AlTi International GBP LT Growth Traditional
Pac Nrth of Sth Glb EM Eq Z GBP Acc,0.0667,AlTi International GBP LT Growth Traditional
TwentyFour Income Ord,0.0187,AlTi International GBP LT Growth Traditional
Vanguard FTSE Dev World ETF USD Acc,0.12,AlTi International GBP LT Growth Traditional
Vanguard S&P 500 UCITS ETF,0.24,AlTi International GBP LT Growth Traditional
Vontobel TwentyFour StratInc G GBP,0.04,AlTi International GBP LT Growth Traditional
AIA Hedge Fund Strategies - Absolute Return GBP,0.08,AlTi International GBP Moderate Growth Quasi-Endowment
AlTi-Allianz Private Debt GBP Composite,0.05,AlTi International GBP Moderate Growth Quasi-Endowment
Arcus Japan A Acc JPY,0.03,AlTi International GBP Moderate Growth Quasi-Endowment
BGF Continental Eurp Flex D4,0.05,AlTi International GBP Moderate Growth Quasi-Endowment
BlackRock ICS Sterling Liq Premier Acc,0.02,AlTi International GBP Moderate Growth Quasi-Endowment
BlueBox Funds Global Technology I Acc,0.06,AlTi International GBP Moderate Growth Quasi-Endowment
Eagle Capital US Equity R USD Dis,0.07,AlTi International GBP Moderate Growth Quasi-Endowment
iShares $ TIPS ETF GBP H Dist,0.045,AlTi International GBP Moderate Growth Quasi-Endowment
iShares $ Treasury Bd 3-7yr ETF GBPHDist,0.05,AlTi International GBP Moderate Growth Quasi-Endowment
iShares Physical Gold ETC,0.05,AlTi International GBP Moderate Growth Quasi-Endowment
Janus Henderson EUR AAA CLO ActvCrETF£H,0.03,AlTi International GBP Moderate Growth Quasi-Endowment
Life Cycle Global Select UCITS C GBP Acc,0.07,AlTi International GBP Moderate Growth Quasi-Endowment
Pac Nrth of Sth Glb EM Eq Z GBP Acc,0.05,AlTi International GBP Moderate Growth Quasi-Endowment
Vanguard FTSE Dev World ETF USD Acc,0.09,AlTi International GBP Moderate Growth Quasi-Endowment
Vanguard S&P 500 UCITS ETF,0.18,AlTi International GBP Moderate Growth Quasi-Endowment
Vontobel TwentyFour StratInc G GBP,0.075,AlTi International GBP Moderate Growth Quasi-Endowment
Arcus Japan A Acc JPY,0.03,AlTi International GBP Moderate Growth Traditional
BGF Continental Eurp Flex D4,0.05,AlTi International GBP Moderate Growth Traditional
BH Macro GBP Ord,0.03,AlTi International GBP Moderate Growth Traditional
BlackRock ICS Sterling Liq Premier Acc,0.015,AlTi International GBP Moderate Growth Traditional
BlueBox Funds Global Technology I Acc,0.06,AlTi International GBP Moderate Growth Traditional
Eagle Capital US Equity R USD Dis,0.07,AlTi International GBP Moderate Growth Traditional
International Public Partnerships Ord,0.035,AlTi International GBP Moderate Growth Traditional
iShares $ TIPS ETF GBP H Dist,0.045,AlTi International GBP Moderate Growth Traditional
iShares Physical Gold ETC,0.05,AlTi International GBP Moderate Growth Traditional
iShares UK Gilts 0-5yr ETF GBP Acc,0.115,AlTi International GBP Moderate Growth Traditional
Life Cycle Global Select UCITS C GBP Acc,0.07,AlTi International GBP Moderate Growth Traditional
Pac Nrth of Sth Glb EM Eq Z GBP Acc,0.05,AlTi International GBP Moderate Growth Traditional
TwentyFour Income Ord,0.035,AlTi International GBP Moderate Growth Traditional
Vanguard FTSE Dev World ETF USD Acc,0.09,AlTi International GBP Moderate Growth Traditional
Vanguard S&P 500 UCITS ETF,0.18,AlTi International GBP Moderate Growth Traditional
Vontobel TwentyFour StratInc G GBP,0.075,AlTi International GBP Moderate Growth Traditional
AIA Hedge Fund Strategies - Absolute Return USD,0.12,AlTi International Growth Endowment I
AlTi International - PE Composite,0.15,AlTi International Growth Endowment I
AlTi-Allianz Private Debt Composite,0.08,AlTi International Growth Endowment I
Arcus Japan A Acc JPY,0.04,AlTi International Growth Endowment I
Brookfield Infrastructure Income Fund Inc.,0.04,AlTi International Growth Endowment I
Coatue Long Only,0.04,AlTi International Growth Endowment I
Eagle Capital US Equity R USD Acc,0.055,AlTi International Growth Endowment I
Fidelity Inv MM Treasury Instl,0.04,AlTi International Growth Endowment I
FT Energy Income Partners Strategy ETF,0.025,AlTi International Growth Endowment I
GQG Partners Emerging Mkts Eq I USD Acc,0.04,AlTi International Growth Endowment I
GQG Partners Global Equity I USD Acc,0.025,AlTi International Growth Endowment I
Life Cycle Global Equity UCITS C USD Acc,0.045,AlTi International Growth Endowment I
Pac Nrth of Sth Glb EM Eq Z USD Acc,0.025,AlTi International Growth Endowment I
The Children's Investment Fund Class G (P.E. Fund),0.04,AlTi International Growth Endowment I
UBS Core MSCI Europe UCITS ETF EUR dis,0.04,AlTi International Growth Endowment I
Vanguard S&P 500 ETF USD Acc,0.175,AlTi International Growth Endowment I
Wellington Glbl Impact Bond USD S Ac,0.02,AlTi International Growth Endowment I
AIA Hedge Fund Strategies - Absolute Return USD,0.12,AlTi International Growth Endowment II
AlTi International - PE Composite,0.35,AlTi International Growth Endowment II
AlTi-Allianz Private Debt Composite,0.08,AlTi International Growth Endowment II
Arcus Japan A Acc JPY,0.02,AlTi International Growth Endowment II
Brookfield Infrastructure Income Fund Inc.,0.04,AlTi International Growth Endowment II
Coatue Long Only,0.04,AlTi International Growth Endowment II
Eagle Capital US Equity R USD Acc,0.05,AlTi International Growth Endowment II
Fidelity Inv MM Treasury Instl,0.04,AlTi International Growth Endowment II
FT Energy Income Partners Strategy ETF,0.015,AlTi International Growth Endowment II
GQG Partners Emerging Mkts Eq I USD Acc,0.0225,AlTi International Growth Endowment II
Life Cycle Global Equity UCITS C USD Acc,0.025,AlTi International Growth Endowment II
Pac Nrth of Sth Glb EM Eq Z USD Acc,0.0125,AlTi International Growth Endowment II
The Children's Investment Fund Class G (P.E. Fund),0.04,AlTi International Growth Endowment II
UBS Core MSCI Europe UCITS ETF EUR dis,0.02,AlTi International Growth Endowment II
Vanguard S&P 500 ETF USD Acc,0.105,AlTi International Growth Endowment II
Wellington Glbl Impact Bond USD S Ac,0.02,AlTi International Growth Endowment II
AlTi International - Impact PE Composite,0.15,AlTi International Growth Impact Endowment I
Avanath Affordable Housing Renaissance Fund LP,0.04,AlTi International Growth Impact Endowment I
Brookfield Infrastructure Income Fund Inc.,0.04,AlTi International Growth Impact Endowment I
BTG Timber OEF Proforma,0.04,AlTi International Growth Impact Endowment I
Fidelity Inv MM Treasury Instl,0.03,AlTi International Growth Impact Endowment I
Fundsmith Stewardship Fund I Acc,0.065,AlTi International Growth Impact Endowment I
Global Thematic Equity ICAV,0.13,AlTi International Growth Impact Endowment I
iShares Global Aggt Bd ESG SRIETFUSDHAcc,0.03,AlTi International Growth Impact Endowment I
iShares MSCI USA ESG Enh CTB ETF USD Acc,0.13,AlTi International Growth Impact Endowment I
iShares S&P 500 Paris-Algnd Clmt ETF$Acc,0.05,AlTi International Growth Impact Endowment I
Janus Henderson Global Sust Eq I Acc,0.03,AlTi International Growth Impact Endowment I
Robeco Credit Income D3 USD Dist,0.05,AlTi International Growth Impact Endowment I
SCSL Energy Transition Fund,0.04,AlTi International Growth Impact Endowment I
Stewart Inv Glbl Em Mkts All Cap IUSDAcc,0.04,AlTi International Growth Impact Endowment I
Wellington Glbl Impact Bond USD S Ac,0.03,AlTi International Growth Impact Endowment I
Wellington Global Stewards USD S Acc,0.105,AlTi International Growth Impact Endowment I
AlTi International - Impact PE Composite,0.35,AlTi International Growth Impact Endowment II
Avanath Affordable Housing Renaissance Fund LP,0.04,AlTi International Growth Impact Endowment II
Brookfield Infrastructure Income Fund Inc.,0.04,AlTi International Growth Impact Endowment II
BTG Timber OEF Proforma,0.04,AlTi International Growth Impact Endowment II
Fidelity Inv MM Treasury Instl,0.03,AlTi International Growth Impact Endowment II
Fundsmith Stewardship Fund I Acc,0.05,AlTi International Growth Impact Endowment II
Global Thematic Equity ICAV,0.07,AlTi International Growth Impact Endowment II
iShares Global Aggt Bd ESG SRIETFUSDHAcc,0.03,AlTi International Growth Impact Endowment II
iShares MSCI USA ESG Enh CTB ETF USD Acc,0.08,AlTi International Growth Impact Endowment II
iShares S&P 500 Paris-Algnd Clmt ETF$Acc,0.03,AlTi International Growth Impact Endowment II
Janus Henderson Global Sust Eq I Acc,0.02,AlTi International Growth Impact Endowment II
Robeco Credit Income D3 USD Dist,0.05,AlTi International Growth Impact Endowment II
SCSL Energy Transition Fund,0.04,AlTi International Growth Impact Endowment II
Stewart Inv Glbl Em Mkts All Cap IUSDAcc,0.03,AlTi International Growth Impact Endowment II
Wellington Glbl Impact Bond USD S Ac,0.03,AlTi International Growth Impact Endowment II
Wellington Global Stewards USD S Acc,0.07,AlTi International Growth Impact Endowment II
Brookfield Infrastructure Income Fund Inc.,0.05,AlTi International Growth Impact Traditional
BTG Timber OEF Proforma,0.05,AlTi International Growth Impact Traditional
Fidelity Inv MM Treasury Instl,0.03,AlTi International Growth Impact Traditional
Fundsmith Stewardship Fund I Acc,0.08,AlTi International Growth Impact Traditional
Global Thematic Equity ICAV,0.165,AlTi International Growth Impact Traditional
iShares Global Aggt Bd ESG SRIETFUSDHAcc,0.035,AlTi International Growth Impact Traditional
iShares MSCI USA ESG Enh CTB ETF USD Acc,0.16,AlTi International Growth Impact Traditional
iShares S&P 500 Paris-Algnd Clmt ETF$Acc,0.07,AlTi International Growth Impact Traditional
Janus Henderson Global Sust Eq I Acc,0.04,AlTi International Growth Impact Traditional
Robeco Credit Income D3 USD Dist,0.05,AlTi International Growth Impact Traditional
SCSL Energy Transition Fund,0.05,AlTi International Growth Impact Traditional
Stewart Inv Glbl Em Mkts All Cap IUSDAcc,0.055,AlTi International Growth Impact Traditional
Wellington Glbl Impact Bond USD S Ac,0.035,AlTi International Growth Impact Traditional
Wellington Global Stewards USD S Acc,0.13,AlTi International Growth Impact Traditional
Arcus Japan A Acc JPY,0.035,AlTi International Growth Traditional
BGF Continental Eurp Flex D2,0.03,AlTi International Growth Traditional
BlueBox Funds Global Technology I Acc,0.07,AlTi International Growth Traditional
CIFC Senior Secured Corporate Loan Fund,0.075,AlTi International Growth Traditional
Eagle Capital US Equity R USD Acc,0.0625,AlTi International Growth Traditional
Fidelity Inv MM Treasury Instl,0.04,AlTi International Growth Traditional
FT Energy Income Partners Strategy ETF,0.035,AlTi International Growth Traditional
GQG Partners Emerging Mkts Eq I USD Acc,0.06,AlTi International Growth Traditional
GQG Partners Global Equity I USD Acc,0.0525,AlTi International Growth Traditional
iShares Physical Gold ETC,0.05,AlTi International Growth Traditional
Leadenhall UCITS ILS A USD Acc,0.025,AlTi International Growth Traditional
Life Cycle Global Equity UCITS C USD Acc,0.07,AlTi International Growth Traditional
Pac Nrth of Sth Glb EM Eq Z USD Acc,0.035,AlTi International Growth Traditional
PIMCO GIS Income Institutional USD Acc,0.075,AlTi International Growth Traditional
UBS Core MSCI Europe UCITS ETF EUR dis,0.03,AlTi International Growth Traditional
Vanguard S&P 500 ETF USD Acc,0.22,AlTi International Growth Traditional
Vontobel TwentyFour StratInc HG Hdg USD,0.025,AlTi International Growth Traditional
Wellington Glbl Impact Bond USD S Ac,0.01,AlTi International Growth Traditional
AIA Hedge Fund Strategies - Absolute Return USD,0.075,AlTi International LT Growth Endowment I
AlTi International - PE Composite,0.15,AlTi International LT Growth Endowment I
AlTi-Allianz Private Debt Composite,0.05,AlTi International LT Growth Endowment I
Arcus Japan A Acc JPY,0.045,AlTi International LT Growth Endowment I
Brookfield Infrastructure Income Fund Inc.,0.025,AlTi International LT Growth Endowment I
Coatue Long Only,0.04,AlTi International LT Growth Endowment I
Eagle Capital US Equity R USD Acc,0.0725,AlTi International LT Growth Endowment I
